ID,TARGET
595,0.016508339
597,0.00631966
601,0.006336627
603,0.027552798
604,0.00376025
605,0.027867092
607,0.006673905
608,0.014804208
610,0.02576117
612,0.052673295
613,0.04598613
615,0.0053068614
616,0.2893803
617,0.03277311
619,0.011409026
620,0.13680708
621,0.008507284
624,0.019218046
625,0.0070932005
628,0.0070661404
629,0.2264624
630,0.030170757
632,0.03525404
634,0.0039512203
637,0.0171779
638,0.024377646
642,0.019917382
643,0.006878811
644,0.098483056
646,0.004270525
655,0.0142151
660,0.026551021
664,0.019605886
665,0.061528973
666,0.0056946827
670,0.12743518
671,0.23438963
672,0.009288509
675,0.0060842456
676,0.046377666
677,0.0345632
678,0.009996134
680,0.0069972286
683,0.1495263
684,0.026156481
685,0.03472175
691,0.05130692
693,0.004218459
696,0.0034945086
698,0.007927401
699,0.019104743
700,0.013777555
703,0.009945745
704,0.038151223
705,0.0101966215
707,0.16535652
709,0.055910222
711,0.21429603
713,0.018958116
716,0.0052814367
719,0.006998223
721,0.012214057
722,0.008236605
723,0.022761546
724,0.0063092
727,0.0051402254
728,0.016584894
729,0.006342755
733,0.010209324
736,0.00720671
739,0.03263234
742,0.20373979
743,0.010048786
744,0.006780885
745,0.20170893
747,0.008920709
749,0.034149904
750,0.029281467
751,0.028950788
752,0.009695411
755,0.006468189
756,0.004392197
762,0.031288713
763,0.054988712
764,0.016968606
765,0.019618578
766,0.012117423
769,0.025553556
770,0.19814706
773,0.008213891
774,0.037017506
776,0.012819441
777,0.018810848
778,0.006021944
779,0.011058005
780,0.0052789967
781,0.03548545
786,0.052322842
788,0.0078059155
794,0.027095353
796,0.16701725
801,0.08170806
802,0.029575842
803,0.010771999
804,0.0051718145
805,0.006803664
809,0.030319048
810,0.08006565
817,0.02191447
819,0.01880727
821,0.012834329
824,0.16914845
825,0.012371986
826,0.14519694
830,0.007349697
831,0.030029519
832,0.012244637
833,0.015000636
837,0.02301854
839,0.0040738136
840,0.0074929823
841,0.035045575
842,0.00786079
843,0.011182132
844,0.04081955
845,0.02330629
848,0.044565354
853,0.017053131
854,0.0035910287
855,0.0063173813
856,0.015418364
861,0.0059353863
865,0.044418518
866,0.0037748578
867,0.011533737
870,0.008022893
871,0.047000766
872,0.010690771
873,0.019233473
874,0.042367484
875,0.005999349
876,0.009682329
879,0.019104743
880,0.006673905
883,0.018758276
884,0.0071443073
886,0.02250601
890,0.00664223
892,0.025447877
893,0.039737057
894,0.031743076
895,0.032061316
896,0.033698656
897,0.0057820855
899,0.2147457
900,0.010281952
901,0.006716134
902,0.21505953
905,0.0116570145
912,0.06829137
914,0.18315594
915,0.059533715
917,0.1823708
918,0.009492947
919,0.015007303
921,0.0051572737
922,0.009898766
923,0.00791933
926,0.0043914216
929,0.012462786
930,0.011523484
931,0.052870046
937,0.006617405
938,0.014176598
939,0.026629655
941,0.032164607
946,0.012249575
947,0.022567056
950,0.005586226
951,0.0068147248
952,0.025901228
953,0.0216939
954,0.0036520667
955,0.016691066
956,0.2268335
957,0.02871289
960,0.029910034
963,0.28403848
966,0.017416393
969,0.026344536
971,0.0097804265
972,0.006487357
975,0.014995219
980,0.012048777
982,0.11932605
983,0.0056787943
985,0.09683745
987,0.0065127267
988,0.008711364
991,0.012240394
992,0.003779887
995,0.20738328
996,0.008088039
998,0.0055089425
1001,0.17710489
1002,0.012503717
1004,0.018958116
1005,0.040158633
1010,0.0052789967
1011,0.0039679334
1012,0.0057359794
1013,0.020381356
1014,0.017321607
1015,0.03816165
1016,0.012983164
1022,0.005066292
1023,0.035288148
1024,0.0064524417
1025,0.018655214
1026,0.13735464
1028,0.009406225
1029,0.010770205
1032,0.078411184
1034,0.021138996
1036,0.016105708
1037,0.005646466
1039,0.1467808
1042,0.013039905
1045,0.041908596
1046,0.028817464
1050,0.01601352
1052,0.024965487
1055,0.018958116
1057,0.007180162
1058,0.0054276027
1060,0.0052789967
1062,0.0104168635
1063,0.033901427
1064,0.047991008
1065,0.01147435
1066,0.005365418
1067,0.18650602
1068,0.037589043
1070,0.07526896
1072,0.020978676
1077,0.19055967
1078,0.016809052
1079,0.0055175885
1081,0.03089139
1082,0.169788
1093,0.013901
1094,0.03567408
1102,0.017860604
1103,0.08869711
1106,0.008364107
1107,0.21157816
1112,0.032934576
1113,0.005172334
1114,0.028610688
1116,0.0052616457
1118,0.020465314
1120,0.02576117
1121,0.029557755
1128,0.019031862
1130,0.055889588
1132,0.011821395
1135,0.012437419
1138,0.07231921
1139,0.006736054
1141,0.025379147
1143,0.1562601
1146,0.14482252
1148,0.025526054
1149,0.021643132
1151,0.0131428195
1152,0.030648539
1153,0.011560482
1155,0.033455048
1157,0.005530573
1160,0.018048534
1161,0.010256982
1162,0.021452965
1164,0.059883274
1168,0.012669017
1169,0.0064422097
1174,0.18020631
1176,0.0045914636
1177,0.23226564
1178,0.015696164
1180,0.014960783
1181,0.027058328
1182,0.07914648
1185,0.013947943
1190,0.012971009
1194,0.008181903
1196,0.020301986
1199,0.009890376
1200,0.017458215
1201,0.010260919
1202,0.02627943
1206,0.26214853
1207,0.017629618
1208,0.003911432
1212,0.025378935
1216,0.004099217
1219,0.022074316
1221,0.013541808
1222,0.006123634
1225,0.017377676
1227,0.013679483
1230,0.034740876
1231,0.019445771
1232,0.010601864
1233,0.005148748
1234,0.05549666
1235,0.0143456785
1236,0.10757863
1237,0.0055725486
1238,0.08024003
1239,0.020135786
1240,0.029579073
1241,0.009553559
1244,0.038277633
1245,0.037969217
1247,0.013039905
1250,0.018196737
1251,0.0062617934
1257,0.0111475615
1259,0.0052789967
1266,0.066373564
1267,0.21793741
1268,0.005921979
1270,0.27835533
1272,0.01022754
1273,0.10358471
1276,0.03594034
1278,0.0041926154
1279,0.03937738
1283,0.01903639
1284,0.019104743
1286,0.009674971
1289,0.022551604
1290,0.0055603115
1292,0.009542533
1293,0.027039384
1294,0.0765427
1296,0.06314912
1298,0.010231726
1299,0.0861935
1301,0.0060164114
1304,0.05956821
1306,0.012545665
1308,0.094447255
1310,0.020953815
1311,0.006334274
1312,0.0410095
1315,0.0072340653
1318,0.05382748
1319,0.010555627
1320,0.0052539073
1323,0.008270007
1324,0.011922586
1325,0.024404494
1326,0.008382625
1329,0.19133396
1331,0.11893881
1332,0.016936883
1335,0.006747018
1336,0.16914845
1338,0.03270398
1340,0.0980877
1342,0.005499856
1345,0.015108696
1347,0.005353235
1349,0.019104743
1350,0.030509437
1351,0.0050039105
1354,0.0063067726
1355,0.019628692
1356,0.018958116
1359,0.03694955
1361,0.24960817
1362,0.20091404
1363,0.1505581
1365,0.007232442
1366,0.024375943
1367,0.027739407
1368,0.0054368563
1369,0.005598106
1370,0.021873048
1371,0.02476966
1372,0.14159878
1374,0.014074885
1375,0.1003061
1376,0.051224712
1379,0.004477638
1380,0.010690771
1383,0.025526054
1387,0.07783022
1388,0.12008349
1389,0.006734462
1390,0.05739044
1394,0.02749849
1396,0.16200583
1397,0.037657294
1399,0.026612518
1400,0.030365078
1402,0.23018156
1403,0.04386976
1404,0.0805935
1405,0.047481168
1407,0.012897955
1409,0.011886062
1413,0.0044833887
1415,0.03233013
1416,0.02283531
1418,0.008215232
1422,0.004971297
1423,0.0044578053
1425,0.0056335684
1428,0.019233473
1429,0.009122727
1430,0.025526054
1431,0.062604755
1432,0.0113784
1434,0.0041570845
1435,0.0061170966
1436,0.22917974
1438,0.0071633374
1443,0.07297751
1445,0.03577822
1446,0.07001849
1453,0.011580969
1456,0.015182154
1458,0.020087799
1459,0.0062433714
1460,0.022290254
1461,0.16200496
1462,0.17714137
1463,0.019445771
1466,0.16014701
1467,0.019545639
1469,0.062466364
1470,0.004220535
1471,0.15306267
1473,0.011183445
1476,0.007865119
1477,0.033844907
1481,0.025526054
1482,0.034642447
1485,0.10080497
1486,0.17770886
1490,0.032598518
1491,0.15295213
1493,0.008472812
1494,0.087625824
1500,0.007229909
1504,0.016558053
1506,0.009335124
1509,0.0064055054
1512,0.021037417
1514,0.01366635
1518,0.018958116
1520,0.0053713736
1522,0.050928187
1525,0.15295213
1526,0.056133877
1529,0.169788
1530,0.06285982
1532,0.0069650123
1533,0.018075822
1537,0.030725978
1542,0.042564
1544,0.027538596
1545,0.19003926
1546,0.1505581
1549,0.121349044
1551,0.0061170966
1552,0.006847123
1555,0.026719205
1556,0.0056589264
1558,0.17710489
1560,0.009265724
1561,0.02989777
1562,0.008126462
1563,0.0041296203
1566,0.0049123005
1568,0.018342456
1570,0.012395513
1575,0.09959424
1577,0.018611975
1579,0.0059954794
1581,0.015647886
1582,0.10862072
1585,0.050966237
1586,0.0059175026
1587,0.012722372
1593,0.031687744
1597,0.20982775
1599,0.018734803
1608,0.009047365
1609,0.025526054
1612,0.03763871
1615,0.005256335
1616,0.018336443
1618,0.01986929
1619,0.006041406
1624,0.012446253
1625,0.061657265
1627,0.012922875
1628,0.2006742
1635,0.005921187
1636,0.05531537
1637,0.019454041
1640,0.015643775
1642,0.00802902
1645,0.044418518
1647,0.010468927
1648,0.16079932
1650,0.006687923
1651,0.09402066
1653,0.013159708
1654,0.006860795
1655,0.012261193
1656,0.058561776
1657,0.10080497
1659,0.1409807
1661,0.1390141
1662,0.019557768
1663,0.10613519
1664,0.036673192
1671,0.019104743
1673,0.025526054
1674,0.012150026
1678,0.00973359
1680,0.013674723
1682,0.026576715
1687,0.005177416
1689,0.0072585335
1690,0.01720847
1691,0.015860686
1692,0.056638177
1696,0.022762252
1701,0.08154572
1702,0.019826256
1705,0.009499572
1707,0.03359556
1711,0.026551021
1714,0.0551995
1715,0.20186643
1716,0.036328074
1717,0.00991339
1719,0.0068852766
1723,0.0061759627
1725,0.0048332987
1726,0.2430349
1728,0.004073307
1730,0.008637307
1731,0.0076853456
1736,0.010700889
1742,0.23135877
1745,0.07455461
1747,0.14496408
1749,0.017923607
1750,0.06565601
1751,0.005699291
1752,0.021560231
1753,0.10458596
1754,0.022102939
1758,0.17147939
1759,0.013519565
1760,0.006304242
1761,0.018958116
1763,0.039093345
1765,0.17004402
1767,0.04131094
1768,0.006070927
1769,0.008166925
1774,0.020482115
1775,0.05456255
1776,0.004099217
1777,0.019888636
1779,0.03170998
1780,0.0051188776
1783,0.010443637
1784,0.008278963
1785,0.0071186074
1789,0.019233473
1790,0.053901576
1792,0.010770495
1793,0.05772081
1795,0.012701033
1796,0.011732956
1798,0.027801085
1802,0.018814856
1803,0.06334033
1805,0.0050109737
1806,0.041355453
1809,0.010557251
1810,0.0041841133
1812,0.019225635
1813,0.05816803
1814,0.06516084
1815,0.012259289
1817,0.02232003
1818,0.0340604
1819,0.022252131
1820,0.009634785
1821,0.18609226
1823,0.05427454
1826,0.021017017
1827,0.019612491
1829,0.17742485
1831,0.007981536
1833,0.034114085
1834,0.007356986
1837,0.025840111
1838,0.0052789967
1839,0.0074646873
1840,0.02027713
1841,0.015100296
1842,0.02272689
1844,0.047390666
1845,0.009217163
1846,0.0040738136
1847,0.0054030647
1850,0.0053174887
1851,0.030399907
1852,0.0041176653
1860,0.03600081
1862,0.036302883
1864,0.14810583
1865,0.012069894
1866,0.02170984
1867,0.03690838
1870,0.02766801
1871,0.01530486
1872,0.01588031
1873,0.0059179887
1874,0.1188472
1876,0.052077603
1878,0.027924068
1879,0.15269685
1884,0.01972506
1885,0.0070097107
1888,0.0205023
1893,0.023300242
1897,0.033959378
1901,0.013472579
1902,0.012611195
1903,0.0060095033
1905,0.026632816
1907,0.00667473
1908,0.1916247
1919,0.15724091
1921,0.2073813
1926,0.010418997
1928,0.023798253
1930,0.15073717
1933,0.022669246
1934,0.013443709
1935,0.05758247
1939,0.17337103
1940,0.019233473
1942,0.006895859
1943,0.005948982
1945,0.013841897
1946,0.027558543
1948,0.03480193
1949,0.013054678
1952,0.021268206
1953,0.024823347
1955,0.014107583
1959,0.0420299
1963,0.013582679
1965,0.014873889
1967,0.018958116
1968,0.014577839
1969,0.007663503
1970,0.04960823
1973,0.012717648
1977,0.12581551
1978,0.010120275
1979,0.004291909
1988,0.034879833
1991,0.023802731
1994,0.004163725
1996,0.008738703
1997,0.021285988
1998,0.0067871795
2000,0.12289058
2002,0.0065289233
2004,0.029802028
2007,0.038622756
2008,0.013494683
2010,0.008358323
2011,0.038149673
2012,0.07176722
2015,0.0113144675
2018,0.005331267
2019,0.0062181302
2023,0.034916308
2024,0.05019529
2026,0.0109742405
2028,0.009344168
2029,0.016809052
2031,0.011058005
2033,0.027781917
2034,0.23664609
2037,0.19032387
2038,0.018958116
2039,0.010193749
2040,0.006094555
2042,0.009761884
2045,0.020403264
2048,0.028352533
2049,0.02146147
2050,0.02195395
2057,0.0646149
2061,0.024175398
2063,0.060322035
2067,0.013955842
2069,0.022161178
2070,0.019445771
2072,0.23916595
2073,0.055425625
2075,0.010195779
2076,0.087093376
2081,0.026232703
2082,0.100699306
2084,0.049212433
2085,0.13102306
2086,0.030648539
2088,0.039088752
2092,0.09204276
2093,0.020226944
2094,0.0050999126
2096,0.109047115
2102,0.022252131
2103,0.10491373
2104,0.039450984
2108,0.14782095
2109,0.020203246
2111,0.02809209
2113,0.015685787
2116,0.039565697
2117,0.026759004
2118,0.015704932
2119,0.013422002
2120,0.006037124
2121,0.013330352
2124,0.053507414
2125,0.025100531
2126,0.0075603924
2127,0.21252732
2131,0.0036748494
2133,0.041028716
2134,0.04341441
2136,0.011738846
2137,0.09050991
2139,0.04650552
2144,0.00410479
2145,0.013369431
2146,0.07762469
2149,0.039985795
2150,0.0074444287
2151,0.054131966
2152,0.013191502
2153,0.0058407667
2157,0.031436745
2158,0.017272886
2159,0.0073639713
2161,0.0062878695
2163,0.008531955
2166,0.025321936
2169,0.009246309
2171,0.084690556
2177,0.015463365
2179,0.083936684
2182,0.0044456585
2184,0.13744956
2185,0.027338969
2186,0.0060017495
2187,0.009753724
2188,0.023239816
2189,0.007328375
2190,0.15306267
2194,0.0064147837
2195,0.012382595
2196,0.020788288
2198,0.12155683
2199,0.026076606
2200,0.0067339963
2201,0.0074542053
2203,0.05520358
2208,0.013286109
2209,0.01623517
2210,0.014300682
2211,0.0066969986
2213,0.014451132
2214,0.008103655
2215,0.1978096
2216,0.0063745524
2218,0.0055087623
2222,0.032641336
2224,0.004612643
2229,0.008333863
2230,0.00925682
2234,0.047399655
2235,0.019457132
2237,0.013748346
2239,0.0075666844
2241,0.0103889415
2242,0.0094751455
2243,0.009443107
2244,0.0052789967
2245,0.004120899
2248,0.08869863
2251,0.005596574
2253,0.21885768
2254,0.0062605804
2257,0.005682956
2261,0.07416442
2262,0.01610113
2266,0.008661697
2269,0.0061679687
2275,0.009146496
2278,0.012085796
2279,0.008129202
2283,0.012251468
2284,0.036313646
2285,0.004219489
2286,0.0044790236
2287,0.10044286
2289,0.10845666
2290,0.0999148
2291,0.030648539
2293,0.019233473
2300,0.04113891
2301,0.005864749
2302,0.099236414
2303,0.025735578
2304,0.004902634
2305,0.050285775
2306,0.029609589
2307,0.03763871
2308,0.1431373
2311,0.035159994
2313,0.035326794
2315,0.0041841133
2316,0.04094971
2318,0.20193909
2322,0.009518344
2323,0.012638164
2325,0.046745215
2327,0.025379147
2328,0.07277322
2329,0.07418795
2330,0.016372126
2332,0.0068921666
2333,0.008936755
2334,0.042783774
2337,0.028622434
2338,0.05420791
2341,0.10347024
2344,0.047991008
2345,0.007223115
2347,0.008574964
2348,0.018884232
2349,0.0061662532
2350,0.007129771
2351,0.02856429
2358,0.03674806
2359,0.060791273
2361,0.021207541
2363,0.015744757
2364,0.007992901
2366,0.0592132
2369,0.00664223
2370,0.19511501
2373,0.032591596
2375,0.007986949
2377,0.046736725
2384,0.059883274
2385,0.011388586
2386,0.059089858
2387,0.0042849765
2388,0.03023997
2392,0.024459127
2393,0.03198603
2394,0.025526054
2395,0.015324576
2396,0.022812452
2397,0.024454765
2400,0.025526054
2401,0.011796389
2403,0.044124864
2407,0.13262376
2408,0.032510243
2410,0.013998051
2414,0.13929996
2416,0.2260452
2421,0.006587353
2422,0.047991008
2423,0.050966237
2425,0.027300373
2430,0.015518182
2433,0.010801678
2434,0.024172362
2437,0.019086014
2438,0.01639754
2439,0.04400804
2440,0.07751808
2442,0.013880615
2444,0.017822854
2449,0.012703173
2456,0.018004432
2458,0.02139415
2462,0.013663138
2463,0.017453758
2464,0.009257323
2465,0.014399095
2466,0.008973306
2470,0.14404982
2476,0.012874076
2478,0.029561784
2482,0.17170095
2483,0.010924161
2484,0.15724091
2487,0.004073307
2488,0.022530703
2493,0.013013236
2494,0.005637272
2495,0.027501587
2499,0.027930712
2501,0.24279949
2503,0.020494642
2504,0.010013344
2507,0.016211897
2509,0.013515381
2511,0.035254195
2512,0.08009317
2515,0.010643881
2516,0.00886959
2517,0.011055585
2521,0.21579441
2525,0.0039644954
2527,0.10131599
2528,0.013664212
2529,0.02154479
2530,0.007465094
2531,0.12675437
2533,0.0075583924
2537,0.019577963
2538,0.023131378
2539,0.021251453
2541,0.017411066
2542,0.10845666
2543,0.004761844
2544,0.004163725
2545,0.009172838
2546,0.005222357
2548,0.027383506
2549,0.008125093
2555,0.005535243
2556,0.012356836
2558,0.047971003
2561,0.16701725
2563,0.13807248
2566,0.008223107
2567,0.05291659
2572,0.007251332
2573,0.014919477
2574,0.019104743
2578,0.01321973
2580,0.02100589
2581,0.007609837
2582,0.005647299
2586,0.07252422
2588,0.0058360975
2589,0.059197012
2591,0.010601864
2594,0.039786242
2595,0.013997183
2596,0.06236904
2597,0.0069215936
2599,0.012331204
2600,0.019233473
2601,0.031774964
2611,0.009061985
2613,0.010690771
2614,0.006194067
2615,0.026184006
2616,0.23210447
2617,0.030704748
2618,0.0068844818
2619,0.026958853
2626,0.008519407
2630,0.16540402
2632,0.009965884
2636,0.013161429
2639,0.026030427
2642,0.004638919
2644,0.20560086
2647,0.019233473
2648,0.1916247
2649,0.20722012
2651,0.017167566
2652,0.0830041
2656,0.2048785
2658,0.12587208
2664,0.008264064
2667,0.21504317
2669,0.06929421
2670,0.006123634
2671,0.19749539
2672,0.18044698
2673,0.0052789967
2678,0.030895857
2679,0.014844272
2682,0.005695774
2684,0.00925836
2685,0.025840111
2687,0.008024932
2689,0.006828694
2700,0.012516422
2701,0.018958116
2702,0.02623496
2704,0.033755004
2707,0.0070129647
2710,0.012966474
2713,0.030648539
2715,0.06478685
2716,0.06443852
2724,0.015406567
2726,0.05351046
2727,0.0125961825
2728,0.007103807
2730,0.0059692967
2731,0.04866104
2733,0.033181697
2736,0.010727275
2737,0.014620904
2739,0.04444041
2740,0.0060998946
2741,0.020092295
2745,0.030909194
2747,0.1916247
2749,0.026160156
2751,0.003838977
2752,0.051513802
2759,0.17176247
2760,0.005064196
2764,0.005378047
2766,0.023238914
2769,0.019696401
2772,0.09408191
2773,0.0062130434
2774,0.013719654
2776,0.008050754
2779,0.013039905
2782,0.17131063
2783,0.010780591
2788,0.006317866
2789,0.01390211
2791,0.02330629
2793,0.059711557
2794,0.0056589264
2796,0.01799862
2801,0.015839718
2803,0.03167665
2804,0.0052900333
2805,0.018870456
2806,0.2747444
2808,0.024691936
2809,0.032613672
2812,0.011720505
2814,0.08741355
2815,0.016697295
2816,0.044531967
2817,0.19753753
2819,0.032072242
2821,0.17143174
2822,0.027129127
2825,0.016102754
2827,0.006998223
2829,0.020241544
2830,0.007753306
2831,0.0075666844
2833,0.006217155
2838,0.021631025
2839,0.028461913
2843,0.005217843
2845,0.023287656
2849,0.02150326
2850,0.0057876944
2852,0.011732763
2859,0.010225098
2861,0.005785447
2862,0.015621015
2863,0.012817503
2865,0.0128942765
2866,0.16828834
2867,0.046990365
2869,0.026305642
2871,0.0063312883
2872,0.019079145
2873,0.18926212
2874,0.006311957
2876,0.024215523
2877,0.006555623
2880,0.09450122
2881,0.011151499
2882,0.028929027
2885,0.0136290705
2886,0.016426343
2888,0.008582584
2889,0.018886233
2891,0.032828167
2892,0.009855546
2893,0.17597638
2897,0.053665955
2898,0.017649597
2899,0.010924161
2901,0.017619396
2903,0.10942935
2904,0.005650076
2905,0.015836002
2906,0.040842008
2908,0.012138899
2910,0.088927776
2913,0.0045356234
2914,0.007370799
2915,0.0056431843
2917,0.012228563
2918,0.022228383
2919,0.17597638
2920,0.027160782
2921,0.0111496905
2922,0.08497132
2925,0.033029743
2926,0.017539006
2927,0.023238914
2928,0.05074224
2929,0.005351737
2930,0.008745413
2936,0.0036520667
2944,0.006041406
2949,0.007553566
2950,0.010176937
2951,0.012033915
2952,0.007122285
2955,0.021702338
2957,0.009753829
2959,0.008334411
2960,0.01904984
2961,0.027405692
2963,0.02141119
2966,0.0060115084
2967,0.026193736
2968,0.015580035
2969,0.0191911
2970,0.014773062
2972,0.10343756
2973,0.02107932
2974,0.004073307
2975,0.2121777
2976,0.0070354803
2980,0.0037542793
2983,0.03763871
2984,0.15724091
2986,0.0063479776
2988,0.019347955
2989,0.02657482
2990,0.007972842
2991,0.028719872
2994,0.009499572
2995,0.040131312
2997,0.027239999
3000,0.0293135
3001,0.02184233
3002,0.0060694595
3003,0.027721386
3005,0.0044833887
3007,0.004171128
3008,0.021682678
3009,0.025465965
3011,0.014603218
3012,0.081673495
3015,0.019233473
3017,0.021627875
3019,0.063554
3022,0.036759123
3025,0.02220841
3027,0.030127605
3028,0.00663155
3030,0.011026772
3031,0.004134475
3033,0.0189057
3035,0.023664195
3036,0.027343394
3037,0.005499856
3039,0.0062182243
3041,0.086757734
3046,0.010366884
3047,0.0067809047
3048,0.0047658207
3050,0.060222425
3051,0.0041656056
3053,0.007552314
3055,0.07973424
3056,0.01853578
3058,0.012621615
3060,0.15002762
3062,0.056533866
3063,0.102786615
3064,0.1053522
3065,0.21815637
3067,0.034931567
3069,0.03792491
3070,0.06401129
3072,0.1811753
3073,0.006823729
3074,0.006041406
3079,0.059931107
3080,0.11923442
3083,0.036443032
3084,0.021075087
3089,0.010601864
3093,0.0036982342
3094,0.09272398
3096,0.0491
3098,0.010727134
3100,0.006119761
3101,0.029662171
3102,0.01409196
3104,0.04621142
3105,0.021580983
3106,0.025526054
3109,0.0073325178
3110,0.008818362
3111,0.036448658
3113,0.09755753
3115,0.05544897
3116,0.017122963
3120,0.020873396
3122,0.009234871
3124,0.025526054
3128,0.009265724
3129,0.016193464
3130,0.034784846
3132,0.022135867
3133,0.0060109673
3135,0.02269268
3138,0.012050759
3139,0.032961037
3140,0.16159822
3143,0.010063064
3146,0.1910334
3148,0.15949774
3149,0.08356059
3150,0.030913003
3152,0.10644624
3153,0.0308936
3154,0.055328023
3155,0.018958116
3159,0.014078849
3162,0.005213781
3163,0.24621344
3164,0.004151094
3166,0.022310356
3167,0.02165715
3168,0.0058034235
3171,0.014112672
3172,0.053227317
3173,0.01782737
3177,0.19455813
3181,0.026459005
3183,0.16870545
3185,0.02270558
3186,0.005146108
3190,0.02973618
3192,0.0075101154
3193,0.06117774
3194,0.015272735
3195,0.015923433
3197,0.006105925
3200,0.030347245
3201,0.06716272
3206,0.13583973
